,Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
761,Japhet Tanganga ,Defender,6,2,8,5,80%,0,0,3,13,9,0,28,33,36,9,12,14,0,0,0,199,33.17,1,4,25%,1,3,2,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,
762,Matt Targett ,Defender,38,15,44,83,47%,0,2,55,87,54,0,177,191,125,15,71,50,0,0,2,"1,684",44.32,3,146,18%,1,117,7,0,28,0,0,0,0,0,0,,,,,,,,,,,,,,,
763,James Tarkowski ,Defender,36,11,50,66,59%,1,1,44,159,92,4,160,272,128,12,165,73,0,1,0,"1,259",34.97,1,6,33%,0,130,6,0,27,3,1,1,0,0,0,,,,,,,,,,,,,,,
764,Percy Tau ,Forward,3,,,1,,,0,0,0,0,,,,,,,,,,1,31,10.33,1,2,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
765,Nikola Tavares ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
766,Neil Taylor ,Defender,1,0,2,1,100%,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,9,9.00,0,0,0%,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
767,Martell Taylor-Crossdale ,Forward,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
768,Allan Tchaptchet ,Defender,1,0,3,0,0%,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
769,Nathan Tella ,Midfielder,18,,,8,63%,,4,3,2,0,,32,44,83,11,1,22,,0,1,135,7.50,2,7,29%,0,1,2,0,16,5,1,0,1,0,0,0.06,0,0,17,8,47%,2,,,,,,,,
770,Kenny Tete ,Defender,22,4,27,48,63%,0,3,27,44,21,0,85,105,72,10,29,20,0,0,1,690,31.36,2,72,32%,0,32,3,0,28,2,0,0,0,0,0,,,,,,,,,,,,,,,
771,Thiago ,Midfielder,24,,,61,59%,,11,30,11,6,,153,150,141,33,31,31,,0,0,"1,720",71.67,3,7,14%,3,120,4,0,48,0,1,0,1,0,0,0.04,0,0,22,5,23%,1,,,,,,,,
772,Thiago Silva ,Defender,23,10,20,20,60%,0,4,33,82,44,1,133,85,50,2,47,27,0,1,0,"1,940",84.35,0,3,0%,0,115,3,1,13,0,2,2,0,0,0,,,,,,,,,,,,,,,
773,Bobby Thomas ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
774,Max Thompson ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
775,Youri Tielemans ,Midfielder,38,,,86,52%,,16,46,16,8,,271,217,184,43,35,28,,0,4,"2,482",65.32,3,138,15%,11,115,6,0,37,0,6,0,5,1,2,0.16,2,0,49,20,41%,1,,,,,,,,
776,Kieran Tierney ,Defender,27,8,27,27,56%,0,6,16,56,26,0,115,77,103,16,18,42,0,0,3,"1,180",43.70,5,125,18%,0,44,4,0,14,0,1,0,1,0,0,,,,,,,,,,,,,,,
777,James Tomkins ,Defender,8,2,12,4,50%,0,0,4,43,22,0,22,16,14,0,12,10,0,0,0,182,22.75,0,0,0%,0,12,1,0,3,0,0,0,0,0,1,,,,,,,,,,,,,,,
778,Fikayo Tomori ,Defender,1,0,2,2,50%,0,0,2,8,6,0,5,2,1,0,0,0,0,0,0,29,29.00,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
779,Lucas Torreira ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
780,Ferran Torres ,Forward,24,,,12,,,11,3,7,3,,,,,,,,,,2,406,16.92,2,33,,,,1,0,16,5,7,0,5,2,0,0.29,0,0,36,15,42%,5,,,,,,,,
781,Cenk Tosun ,Forward,5,,,0,,,0,0,0,0,,,,,,,,,,0,14,2.80,0,0,,,,1,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
782,Andros Townsend ,Midfielder,34,,,78,53%,,12,42,13,1,,177,178,177,44,3,19,,0,5,703,20.68,7,155,35%,2,18,0,0,28,2,1,0,1,0,0,0.03,0,0,36,11,31%,2,,,,,,,,
783,James Trafford ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
784,Bertrand Traoré ,Forward,36,,,26,,,21,15,12,4,,,,,,,,,,6,700,19.44,6,102,,,,1,0,31,7,7,0,2,5,2,0.19,0,0,64,23,36%,4,,,,,,,,
785,Trézéguet ,Midfielder,21,,,33,55%,,9,19,13,8,,65,97,141,17,28,45,,0,1,288,13.71,5,26,15%,1,13,0,0,39,4,2,0,1,1,1,0.10,0,0,35,12,34%,5,,,,,,,,
786,Leandro Trossard ,Forward,35,,,33,,,16,26,3,2,,,,,,,,,,5,998,28.51,6,83,,,,2,0,27,5,5,0,4,1,5,0.14,0,0,58,23,40%,5,,,,,,,,
787,Nathan Trott ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
788,Konstantinos Tsimikas ,Defender,2,0,0,0,0%,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,5,2.50,0,2,0%,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
789,Axel Tuanzebe ,Defender,9,0,8,13,54%,0,0,3,15,6,0,30,21,15,0,6,5,1,0,0,263,29.22,0,0,0%,0,17,2,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,
790,Rayhaan Tulloch ,Midfielder,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
791,Harry Tyrer ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
792,Cengiz Ünder ,Midfielder,9,,,4,25%,,7,2,0,0,,13,22,22,15,0,2,,0,2,111,12.33,3,16,19%,0,2,0,0,1,2,0,0,0,0,0,0.00,0,0,9,1,11%,0,,,,,,,,
793,Harvey Vale ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
794,Yan Valery ,Defender,3,0,4,5,60%,0,0,2,5,4,0,7,8,17,0,2,3,0,0,0,45,15.00,0,4,50%,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
795,Patrick van Aanholt ,Defender,22,4,36,35,63%,0,4,30,32,15,2,136,59,65,10,11,13,0,0,1,952,43.27,1,40,20%,0,30,2,0,11,3,0,0,0,0,0,,,,,,,,,,,,,,,
796,Donny van de Beek ,Midfielder,19,,,15,67%,,0,6,6,1,,38,31,29,8,2,5,,0,1,273,14.37,1,0,0%,0,6,1,0,5,0,1,0,1,0,1,0.05,0,0,2,1,50%,0,,,,,,,,
797,Sepp van den Berg ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
798,Virgil van Dijk ,Defender,5,1,11,3,67%,0,1,5,8,2,0,19,17,10,0,12,7,0,1,0,341,68.20,0,0,0%,0,28,1,0,4,1,1,1,0,0,0,,,,,,,,,,,,,,,
799,Marco van Ginkel ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
800,Jan Paul van Hecke ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
801,Jamie Vardy ,Forward,34,,,18,,,15,4,31,18,,,,,,,,,,9,434,12.76,9,20,,,,1,0,26,36,15,1,13,1,4,0.44,8,0,82,38,46%,19,,,,,,,,
802,Indiana Vassilev ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
803,Joël Veltman ,Defender,28,7,27,67,49%,0,3,33,60,28,0,140,166,123,18,42,38,0,0,1,"1,249",44.61,2,63,32%,0,69,3,0,34,0,1,0,0,1,0,,,,,,,,,,,,,,,
804,Michael Verrips ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
805,Jan Vertonghen ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
806,Jannik Vestergaard ,Defender,30,6,46,50,62%,1,3,42,119,70,0,146,166,98,7,98,56,0,0,0,"1,763",58.77,1,5,20%,0,109,3,1,19,0,3,3,0,0,1,,,,,,,,,,,,,,,
807,Vitinha ,Midfielder,19,,,7,43%,,2,3,1,1,,32,20,20,8,0,1,,0,1,330,17.37,1,14,29%,3,9,0,0,8,1,0,0,0,0,0,0.00,0,0,8,4,50%,1,,,,,,,,
808,Jake Vokins ,Defender,1,0,2,0,0%,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,13.00,0,3,33%,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,
809,Michel Vorm ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
810,Matej Vydra ,Forward,28,,,9,,,8,6,5,3,,,,,,,,,,2,236,8.43,4,3,,,,0,0,6,12,3,0,1,2,0,0.11,0,0,35,10,29%,7,,,,,,,,
811,Theo Walcott ,Forward,22,,,23,,,5,14,3,2,,,,,,,,,,3,400,18.18,1,29,,,,0,0,13,8,3,0,3,0,1,0.14,0,0,29,11,38%,2,,,,,,,,
812,Jake Walker ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
813,Kyle Walker-Peters ,Defender,30,9,41,83,64%,1,7,38,51,29,0,189,187,162,46,16,41,0,1,2,"1,323",44.10,2,35,14%,0,32,4,0,33,7,0,0,0,0,1,,,,,,,,,,,,,,,
814,Christian Walton ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
815,Aaron Wan-Bissaka ,Defender,34,13,36,88,61%,1,1,62,61,32,0,182,174,126,34,38,37,0,0,4,"1,806",53.12,2,60,22%,0,27,3,0,31,1,2,0,2,0,0,,,,,,,,,,,,,,,
816,Joel Ward ,Defender,26,7,43,43,58%,0,0,41,79,48,0,134,115,103,12,48,42,0,1,1,819,31.50,1,27,11%,0,34,5,0,32,1,0,0,0,0,1,,,,,,,,,,,,,,,
817,James Ward-Prowse ,Midfielder,38,,,75,65%,,7,42,52,20,,288,166,165,17,47,65,,0,7,"2,434",64.05,3,251,22%,1,78,5,0,45,0,8,0,8,0,3,0.21,3,4,43,24,56%,1,,,,,,,,
818,Ollie Watkins ,Forward,37,,,29,,,26,7,23,18,,,,,,,,,,5,804,21.73,8,22,,,,2,1,47,31,14,3,7,4,7,0.38,1,0,97,45,46%,13,,,,,,,,
819,Caleb Watts ,Midfielder,3,,,2,50%,,0,0,0,0,,2,4,5,0,1,3,,0,0,12,4.00,0,1,100%,0,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
820,Adam Webster ,Defender,29,9,35,29,55%,1,3,47,84,47,0,146,138,95,17,77,54,0,0,0,"1,838",63.38,0,1,0%,0,100,4,0,24,1,1,1,0,0,3,,,,,,,,,,,,,,,
821,Jensen Weir ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
822,Danny Welbeck ,Forward,24,,,12,,,9,7,12,7,,,,,,,,,,1,258,10.75,6,3,,,,0,0,19,5,6,1,3,2,2,0.25,0,0,35,15,43%,9,,,,,,,,
823,Reece Welch ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
824,Timo Werner ,Forward,35,,,20,,,20,8,6,3,,,,,,,,,,8,779,22.26,10,35,,,,2,0,28,27,6,1,5,0,5,0.17,0,0,79,32,41%,18,,,,,,,,
825,Wesley ,Forward,3,,,0,,,0,0,0,0,,,,,,,,,,0,4,1.33,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,1,1,100%,0,,,,,,,,
826,Ashley Westwood ,Midfielder,38,,,23,65%,,3,44,30,8,,244,92,106,13,14,23,,0,3,"2,044",53.79,9,182,25%,0,161,7,0,35,0,3,0,2,1,1,0.08,0,0,20,7,35%,0,,,,,,,,
827,Ben White ,Defender,36,11,44,49,53%,1,6,62,50,23,0,186,131,130,24,49,50,0,0,0,"1,747",48.53,1,22,5%,1,84,3,1,30,1,0,0,0,0,0,,,,,,,,,,,,,,,
828,Alfie Whiteman ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
829,Connor Wickham ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
830,Georginio Wijnaldum ,Midfielder,38,,,23,30%,,9,26,17,11,,198,120,117,34,39,37,,0,0,"1,757",46.24,1,6,17%,1,46,1,0,15,0,2,0,2,0,1,0.05,0,0,31,9,29%,1,,,,,,,,
831,Brandon Williams ,Defender,4,0,3,0,0%,0,0,1,4,1,0,12,5,7,2,0,2,0,0,0,123,30.75,0,1,100%,0,2,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
832,Willian ,Forward,25,,,13,,,7,8,6,3,,,,,,,,,,5,677,27.08,5,104,,,,0,0,5,4,1,0,1,0,2,0.04,0,1,20,3,15%,1,,,,,,,,
833,Willian José ,Forward,17,,,2,,,3,1,12,6,,,,,,,,,,0,298,17.53,1,6,,,,0,0,8,2,1,0,1,0,0,0.06,0,0,19,7,37%,2,,,,,,,,
834,Joseph Willock ,Midfielder,21,,,32,50%,,3,20,10,4,,71,97,115,26,19,22,,0,0,314,14.95,0,19,16%,0,10,1,0,15,0,8,2,3,3,0,0.38,0,0,23,13,57%,2,,,,,,,,
835,Jack Wilshere ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
836,Harry Wilson ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
837,Harry Winks ,Midfielder,15,,,16,56%,,2,11,11,4,,60,39,35,4,7,5,,0,0,681,45.40,0,2,50%,0,26,5,0,11,0,0,0,0,0,0,0.00,0,0,4,1,25%,0,,,,,,,,
838,Ben Winterbottom ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
839,Chris Wood ,Forward,33,,,12,,,14,1,21,16,,,,,,,,,,3,653,19.79,2,7,,,,0,0,38,24,12,2,9,0,3,0.36,2,0,70,39,56%,19,,,,,,,,
840,Ben Woodburn ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
841,Sam Woods ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
842,Xande Silva ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
843,Granit Xhaka ,Midfielder,31,,,50,52%,,8,24,36,19,,203,134,121,8,39,36,,2,2,"2,189",70.61,2,12,25%,3,130,7,1,39,1,1,0,0,1,0,0.03,0,1,21,7,33%,0,,,,,,,,
844,Romaric Yapi ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
845,Andriy Yarmolenko ,Forward,15,,,5,,,3,1,1,0,,,,,,,,,,1,135,9.00,1,16,,,,3,0,8,5,0,0,0,0,0,0.00,0,0,7,2,29%,0,,,,,,,,
846,DeAndre Yedlin ,Defender,6,1,6,9,44%,0,1,7,14,4,0,16,18,13,1,4,2,0,0,0,135,22.50,0,13,8%,0,7,0,0,4,1,0,0,0,0,0,,,,,,,,,,,,,,,
847,Okay Yokuslu ,Midfielder,16,,,38,66%,,3,35,32,17,,124,126,83,19,42,27,,0,1,530,33.13,1,2,0%,0,30,4,0,25,1,0,0,0,0,0,0.00,0,0,12,0,0%,1,,,,,,,,
848,Maya Yoshida ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
849,Brad Young ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
850,Wilfried Zaha ,Forward,30,,,26,,,23,9,1,0,,,,,,,,,,2,734,24.47,4,41,,,,6,0,32,22,11,0,10,1,2,0.37,2,0,60,20,33%,5,,,,,,,,
851,André-Frank Zambo Anguissa ,Midfielder,36,,,78,47%,,10,56,14,11,,220,264,221,96,63,39,,0,3,"1,416",39.33,4,13,31%,2,38,6,0,44,0,0,0,0,0,1,0.00,0,0,34,9,26%,0,,,,,,,,
852,Davide Zappacosta ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
853,Andi Zeqiri ,Forward,9,,,3,,,3,0,2,1,,,,,,,,,,0,38,4.22,0,6,,,,0,0,2,0,0,0,0,0,0,0.00,0,0,7,2,29%,1,,,,,,,,
854,Karlo Ziger ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
855,Oleksandr Zinchenko ,Defender,20,,,25,60%,,7,23,25,17,,96,64,43,6,29,15,,0,0,"1,368",68.40,1,39,15%,0,30,0,0,9,1,0,0,0,0,0,0.00,0,0,16,4,25%,0,,,,,,,,
856,Richairo Zivkovic ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
857,Hakim Ziyech ,Midfielder,23,,,14,71%,,16,10,1,0,,68,53,83,19,5,18,,0,3,666,28.96,6,64,19%,5,25,3,0,19,4,2,0,0,2,1,0.09,0,0,35,13,37%,1,,,,,,,,
858,Kenneth Zohore ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
859,Kurt Zouma ,Defender,24,9,25,16,63%,0,6,28,91,53,0,97,108,64,2,87,38,0,0,0,"1,775",73.96,0,0,0%,0,91,3,0,17,0,5,4,1,0,2,,,,,,,,,,,,,,,
860,Oliwer Zych ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
861,Martin Ødegaard ,Midfielder,14,,,9,33%,,9,2,5,0,,40,33,39,13,3,13,,0,2,496,35.43,1,36,28%,2,13,0,0,1,1,1,0,0,1,0,0.07,0,0,15,3,20%,0,,,,,,,,
